Date,Spread,Mcap,P/B,P/E,Close,Volatility,30y_yield,AA Yield,Mkt_rf,smb,hml,rf,Yield,3m,Inflation
1998-01-09,0.58,6.821M,3.7181,21.2684,927.69,17.65,5.728,6.55,-4.93,0.3,0.22,0.107,,5.012,
1998-01-16,0.59,7.063M,3.8593,22.0756,961.51,17.93,5.809,6.55,3.37,-0.83,-0.35,0.107,,5.147,
1998-01-23,0.58,7.037M,3.8548,22.0695,957.59,18.61,5.97,6.66,-0.43,0.23,-0.43,0.107,,5.168,
1998-01-30,0.58,7.233M,3.9173,22.4314,980.28,18.47,5.8,6.7,2.11,-0.79,-0.6,0.107,,5.178,
1998-02-06,0.58,7.475M,4.0407,23.1355,1012.46,17.98,5.92,6.69,3.32,-0.07,-0.95,0.098,1.61,5.168,1.6
1998-02-13,0.58,7.533M,4.0727,23.3176,1020.09,16.84,5.849,6.69,0.99,0.98,0.2,0.098,,5.147,
1998-02-20,0.58,7.636M,4.1296,23.6425,1034.21,16.27,5.871,6.62,1.09,-0.89,-0.04,0.098,,5.199,
1998-02-27,0.57,7.745M,4.1814,23.9775,1049.34,12.3,5.923,6.71,1.46,0.35,0,0.098,,5.313,
1998-03-06,0.59,7.81M,4.205,24.1301,1055.69,12.22,6.019,6.81,0.55,-0.42,1.19,0.099,1.52,5.147,1.4
1998-03-13,0.6,7.913M,4.2643,24.4904,1068.61,11.83,5.893,6.7,1.29,-0.31,0.09,0.099,,5.085,
1998-03-20,0.61,8.197M,4.3977,25.3047,1099.16,10.47,5.885,6.66,2.44,-1.86,1,0.099,,5.168,
1998-03-27,0.61,8.191M,4.3912,25.2285,1095.44,10.85,5.958,6.69,-0.2,1.17,-0.56,0.099,,5.209,
1998-04-03,0.63,8.501M,4.4657,25.5761,1122.7,10.96,5.794,6.67,2.19,-0.29,-0.73,0.107,1.45,5.075,1.4
1998-04-10,0.64,8.389M,4.4193,25.3005,1110.67,11.4,5.881,6.64,-1.07,-0.41,1.72,0.107,,5.053,
1998-04-17,0.6,8.497M,4.4786,25.6343,1122.72,10.21,5.876,6.72,1.24,0,0.48,0.107,,5.043,
1998-04-24,0.63,8.38M,4.4204,25.3023,1107.9,10.88,5.945,6.72,-1.42,1.07,-0.5,0.107,,5.064,
1998-05-01,0.62,8.48M,4.4452,25.5614,1121,13.15,5.933,6.78,0.94,-0.56,-0.24,0.101,1.42,5.002,1.4
1998-05-08,0.62,8.365M,4.4032,25.3294,1108.14,13.91,5.977,6.72,-1.04,0.28,-0.05,0.101,,5.116,
1998-05-15,0.61,8.439M,4.4086,25.358,1108.73,13.67,5.972,6.74,-0.41,-1.26,0.99,0.101,,5.157,
1998-05-22,0.58,8.455M,4.4415,25.5396,1110.47,13.3,5.9,6.69,-0.5,-1.73,1.01,0.101,,5.208,
1998-05-29,0.6,8.308M,4.3105,24.9802,1090.82,13.12,5.802,6.61,-1.75,-0.25,1.23,0.101,,5.012,
1998-06-05,0.6,8.49M,4.4231,25.6163,1113.86,14.21,5.787,6.59,1.5,-2.44,0.51,0.102,1.43,5.106,1.7
1998-06-12,0.61,8.364M,4.371,25.3345,1098.84,12.59,5.662,6.52,-1.57,-0.98,-0.02,0.102,,5.106,
1998-06-19,0.61,8.363M,4.4106,25.5331,1100.65,14.35,5.669,6.49,0.09,-0.49,-0.63,0.102,,5.147,
1998-06-26,0.6,8.608M,4.5446,26.3231,1133.2,15.07,5.632,6.53,2.82,-0.09,-1.43,0.102,,4.991,
1998-07-03,0.6,8.699M,4.4557,26.1355,1146.42,15.35,5.599,6.51,1.25,-0.22,0.08,0.1,1.44,5.053,1.7
1998-07-10,0.6,8.858M,4.5221,26.5519,1164.33,14.88,5.625,6.49,1.37,-1.08,-1.08,0.1,,5.043,
1998-07-17,0.59,9.026M,4.6069,27.0978,1186.75,13.82,5.746,6.58,1.7,-0.41,-1.74,0.1,,5.136,
1998-07-24,0.59,8.67M,4.4276,26.0435,1140.8,15.39,5.686,6.56,-4.17,-0.57,0.01,0.1,,5.075,
1998-07-31,0.61,8.533M,4.343,25.5114,1120.67,15.7,5.713,6.59,-2.2,-2.23,0.73,0.1,1.38,5.075,1.7
1998-08-07,0.59,8.334M,4.2216,24.7804,1089.45,18.73,5.631,6.56,-2.53,1.16,0.59,0.107,,4.981,
1998-08-14,0.62,8.182M,4.1174,24.1709,1062.75,19.01,5.54,6.52,-2.55,-0.68,0.76,0.107,,5.012,
1998-08-21,0.62,8.321M,4.1902,24.5987,1081.24,20.54,5.433,6.52,0.79,-3.04,-0.7,0.107,,4.981,
1998-08-28,0.63,7.908M,3.981,23.3707,1027.14,23.06,5.338,6.52,-6.03,-3.88,1.08,0.107,,4.878,
1998-09-04,0.65,7.46M,3.7685,22.1742,973.89,32.41,5.288,6.47,-5.21,1.05,0.45,0.114,1.5,4.856,1.6
1998-09-11,0.64,7.731M,3.9034,22.9936,1009.06,37.65,5.229,6.43,3.13,-1.59,-1.43,0.114,,4.857,
1998-09-18,0.68,7.797M,3.9323,23.218,1020.09,37.49,5.147,6.42,1.62,-0.17,0.81,0.114,,4.608,
1998-09-25,0.7,7.986M,4.0274,23.8562,1044.75,39.05,5.109,6.37,2.1,-1.18,-0.87,0.114,,4.494,
1998-10-02,0.76,7.627M,3.8132,22.8678,1002.6,40.47,4.84,6.25,-4.25,-0.91,2.26,0.081,1.58,4.194,1.5
1998-10-09,0.8,7.46M,3.7459,22.5096,984.39,39.85,5.115,6.25,-3.35,-6.87,1.07,0.081,,3.893,
1998-10-16,0.8,8.007M,4.0205,24.1585,1056.42,33.98,4.978,6.45,7.61,-0.46,-3.02,0.081,,3.615,
1998-10-23,0.81,8.119M,4.0734,24.4762,1070.67,27.42,5.178,6.47,1.96,6.78,-2.03,0.081,,3.976,
1998-10-30,0.82,8.333M,4.1792,25.123,1098.67,26.64,5.157,6.44,2.95,0.57,-0.41,0.081,,4.318,
1998-11-06,0.86,8.64M,4.3426,26.0403,1141.01,24.05,5.387,6.56,4.21,2.15,-1.12,0.077,1.57,4.639,1.5
1998-11-13,0.91,8.53M,4.3025,25.8699,1125.72,18.6,5.25,6.43,-1.42,-0.79,0.36,0.077,,4.463,
1998-11-20,0.94,8.858M,4.4458,26.7048,1163.55,15.38,5.218,6.39,3.06,-1.79,-1.54,0.077,,4.452,
1998-11-27,1,9.076M,4.5555,27.3531,1192.33,11.73,5.159,6.28,2.52,0.32,-1.31,0.077,,4.524,
1998-12-04,1.01,8.966M,4.4903,27.0218,1176.74,16.85,5.04,6.18,-1.34,0.08,0.41,0.094,1.41,4.473,1.5
1998-12-11,1.01,8.818M,4.4496,26.7763,1166.46,17.09,5.024,6.18,-1.08,0.51,-1.36,0.094,,4.504,
1998-12-18,1.02,8.944M,4.5332,27.2791,1188.03,19.08,4.998,6.19,1.62,-1.4,-0.76,0.094,,4.494,
1998-12-25,1.01,9.26M,4.685,28.1647,1226.27,19.55,5.216,6.29,3.21,-0.83,-1.64,0.094,,4.555,
1999-01-01,1.01,9.302M,4.6592,28.1609,1229.23,20.02,5.095,6.26,1.21,2.68,-0.19,0.094,1.36,4.462,1.6
1999-01-08,1.06,9.728M,4.8462,29.1898,1275.09,20.19,5.273,6.28,3.42,-0.66,-0.3,0.088,,4.473,
1999-01-15,1.04,9.48M,4.7173,28.4554,1243.26,21,5.107,6.26,-2.31,2.1,-0.58,0.088,,4.431,
1999-01-22,1.05,9.346M,4.6486,28.042,1225.19,20.89,5.082,6.22,-1.46,1.04,-0.68,0.088,,4.338,
1999-01-29,1.05,9.787M,4.8523,29.2512,1279.64,19.51,5.086,6.19,3.95,-2,-2.94,0.088,,4.452,
1999-02-05,1.02,9.471M,4.6911,28.3015,1239.4,19.58,5.349,6.32,-3.19,-0.69,1.06,0.089,1.3,4.494,1.7
1999-02-12,0.99,9.406M,4.6568,28.1011,1230.13,22.42,5.422,6.38,-1.22,-2.16,0.18,0.089,,4.524,
1999-02-19,1.01,9.461M,4.6897,28.3004,1239.22,21.86,5.387,6.37,0.33,-2.96,0.98,0.089,,4.556,
1999-02-26,0.96,9.442M,4.6706,28.0776,1238.33,22.16,5.576,6.51,-0.01,-0.38,-0.4,0.089,,4.669,
1999-03-05,0.92,9.739M,4.8068,28.8845,1275.47,21.59,5.596,6.69,2.68,-2.33,-0.42,0.106,1.31,4.597,1.6
1999-03-12,0.92,9.892M,4.8602,29.124,1294.59,20.34,5.526,6.6,1.35,-1.48,-0.03,0.106,,4.587,
1999-03-19,0.92,9.914M,4.8659,29.158,1299.29,20.05,5.56,6.55,0.16,-1.2,-0.07,0.106,,4.494,
1999-03-26,0.9,9.921M,4.7984,28.7749,1282.8,19.03,5.589,6.63,-1.23,0.96,-0.64,0.106,,4.494,
1999-04-02,0.86,10.01M,4.7421,28.6088,1293.72,19.59,5.596,6.7,0.99,0.21,-1.34,0.093,1.28,4.39,1.7
1999-04-09,0.86,10.438M,4.9298,29.7466,1348.35,18.42,5.46,6.59,3.76,-0.82,-2.42,0.093,,4.348,
1999-04-16,0.84,10.197M,4.8323,29.1573,1319,17.78,5.573,6.6,-1.53,3.54,3.52,0.093,,4.307,
1999-04-23,0.83,10.487M,4.9683,29.9765,1356.85,20.9,5.597,6.65,2.84,-0.53,-0.57,0.093,,4.411,
1999-04-30,0.82,10.328M,4.8846,29.4975,1335.18,20.19,5.662,6.68,-1.27,1.76,1.17,0.093,1.23,4.535,2.3
1999-05-07,0.79,10.341M,4.9161,29.7621,1345,19.52,5.813,6.85,0.35,-1.09,1.94,0.085,,4.597,
1999-05-14,0.78,10.312M,4.8843,29.5759,1337.8,18.67,5.922,6.91,-0.13,2.31,-0.56,0.085,,4.649,
1999-05-21,0.78,10.315M,4.8513,29.3707,1330.29,18.29,5.751,6.99,-0.37,1.99,0.59,0.085,,4.576,
1999-05-28,0.8,9.985M,4.7484,28.7618,1301.84,19.8,5.828,6.99,-2.28,0.02,0.65,0.085,,4.638,
1999-06-04,0.78,10.186M,4.8446,29.3724,1327.75,18.66,5.963,7.13,1.44,-0.54,-0.93,0.099,1.23,4.537,2.1
1999-06-11,0.78,9.899M,4.7282,28.6467,1293.64,19.2,6.159,7.21,-2.38,1.76,1.13,0.099,,4.734,
1999-06-18,0.78,10.294M,4.9006,29.6851,1342.84,18.63,5.972,7.24,3.25,-1.83,-0.81,0.099,,4.649,
1999-06-25,0.79,10.05M,4.8101,29.1334,1315.31,17.63,6.15,7.31,-1.82,2.38,-0.01,0.099,,4.786,
1999-07-02,0.77,10.761M,4.9868,30.2868,1391.22,18.9,5.998,7.24,5.73,0.23,-3.28,0.095,1.24,4.672,2
1999-07-09,0.75,10.854M,4.9861,30.3279,1403.28,15.29,5.999,7.23,0.68,0.59,-0.95,0.095,,4.682,
1999-07-16,0.77,10.984M,5.0445,30.6859,1418.78,13.75,5.884,7.09,1.13,1.12,-1.01,0.095,,4.659,
1999-07-23,0.76,10.527M,4.843,29.4191,1356.94,15.09,6.025,7.15,-4.36,0.08,2.16,0.095,,4.661,
1999-07-30,0.75,10.308M,4.7409,28.8169,1328.72,15.33,6.103,7.29,-2.21,1.22,0.56,0.095,,4.745,
1999-08-06,0.75,10.08M,4.641,28.172,1300.29,15.45,6.176,7.38,-2.87,-1.52,1.98,0.097,1.2,4.797,2.1
1999-08-13,0.74,10.332M,4.7331,28.7403,1327.68,15.9,6.103,7.53,2.1,-1.09,-0.49,0.097,,4.712,
1999-08-20,0.77,10.335M,4.765,28.9518,1336.61,16.59,5.985,7.37,0.56,0.05,-0.55,0.097,,4.828,
1999-08-27,0.77,10.426M,4.8043,29.1818,1348.27,18.22,5.976,7.29,0.94,0.57,-2.6,0.097,,4.985,
1999-09-03,0.77,10.514M,4.8348,29.3136,1357.24,19.78,6.018,7.44,0.74,0.6,-1.51,0.097,1.25,4.911,2.3
1999-09-10,0.77,10.457M,4.813,29.1862,1351.66,18.61,6.041,7.43,-0.17,1.56,0.04,0.097,,4.732,
1999-09-17,0.78,10.318M,4.7567,28.856,1335.42,18.8,6.056,7.4,-1.44,0.14,0.07,0.097,,4.651,
1999-09-24,0.84,9.863M,4.5455,27.5959,1277.36,18.9,5.973,7.35,-4.15,0.8,-0.71,0.097,,4.776,
1999-10-01,0.85,9.655M,4.4958,27.0204,1282.81,18.74,6.134,7.39,0.13,1.57,-1.92,0.097,1.26,4.859,2.6
1999-10-08,0.81,10.052M,4.7047,28.0041,1336.02,19.01,6.195,7.47,4.06,-2.58,-2.66,0.097,,4.793,
1999-10-15,0.81,9.312M,4.4057,26.1498,1247.41,19.01,6.257,7.59,-6.1,2.08,2.48,0.097,,5.047,
1999-10-22,0.8,9.72M,4.5957,27.253,1301.65,21.05,6.351,7.64,3.9,-2.72,-2.2,0.097,,5.047,
1999-10-29,0.87,10.201M,4.8057,28.4839,1362.93,23.78,6.163,7.55,4.69,-3.07,-1.4,0.097,,5.088,
1999-11-05,0.93,10.535M,4.8076,28.5866,1370.23,21.74,6.056,7.34,1.42,1.6,-0.94,0.09,1.28,5.116,2.6
1999-11-12,0.84,10.796M,4.904,29.1453,1396.06,21.18,6.036,7.29,1.81,1.52,-2.12,0.09,,5.223,
1999-11-19,0.72,11.175M,4.9953,29.6699,1422,21.04,6.162,7.34,2.26,1.81,-1.55,0.09,,5.223,
1999-11-26,0.71,11.153M,4.9693,29.5393,1416.62,16.74,6.232,7.41,-0.2,1.57,-2.16,0.09,,5.286,
1999-12-03,0.67,11.225M,5.0416,29.7939,1433.3,16.99,6.252,7.5,1.31,0.17,-1.01,0.109,1.2,5.245,2.6
1999-12-10,0.66,11.183M,5.0111,29.6013,1417.04,13.3,6.166,7.42,-0.14,3.07,-3.35,0.109,,5.276,
1999-12-17,0.65,11.256M,5.032,29.7248,1421.03,13.29,6.374,7.52,0.12,0.04,-0.17,0.109,,5.443,
1999-12-24,0.62,11.577M,5.1845,30.639,1458.34,13.75,6.486,7.66,2.99,0.38,-1.77,0.109,,5.452,
1999-12-31,0.6,11.678M,5.0357,29.34,1469.25,11.98,6.478,7.64,1.23,3.59,-0.33,0.109,1.17,5.328,2.7
2000-01-07,0.52,11.469M,4.9268,28.7578,1441.47,18.51,6.546,7.73,-2.49,-0.25,0.88,0.103,,5.38,
2000-01-14,0.57,11.666M,5.0171,29.2888,1465.15,18.39,6.697,7.8,2.07,1.97,-1.51,0.103,,5.4,
2000-01-21,0.56,11.488M,4.9321,28.8091,1441.36,18.22,6.695,7.88,0.02,6.97,-2.85,0.103,,5.464,
2000-01-28,0.56,10.887M,4.6528,27.1707,1360.16,21.5,6.452,7.73,-5.71,0.16,1.76,0.103,,5.62,
2000-02-04,0.57,11.444M,4.8734,28.5153,1424.37,22.64,6.271,7.65,4.46,1.25,-2.94,0.108,1.17,5.662,2.7
2000-02-11,0.61,11.068M,4.7452,27.7523,1387.12,24.47,6.269,7.69,-1.45,6.25,-2.84,0.108,,5.63,
2000-02-18,0.62,10.74M,4.6071,26.9477,1346.09,21.97,6.158,7.7,-1.89,5.34,-1.18,0.108,,5.745,
2000-02-25,0.61,10.671M,4.5633,26.7212,1333.36,21.48,6.129,7.68,0.29,2.65,-1.78,0.108,,5.766,
2000-03-03,0.64,11.278M,4.8191,28.197,1409.17,23.11,6.132,7.71,6.46,2.55,-1.38,0.117,1.21,5.819,3.2
2000-03-10,0.65,11.155M,4.7698,27.9115,1395.07,22.97,6.176,7.73,-0.33,2.04,-0.02,0.117,,5.891,
2000-03-17,0.7,11.764M,5.0098,29.2932,1464.47,27.2,6,7.75,1.76,-10.05,3.05,0.117,,5.871,
2000-03-24,0.7,12.396M,5.2361,30.6133,1527.46,26.59,5.986,7.61,3.12,-4.09,0.86,0.117,,5.902,
2000-03-31,0.71,12.056M,4.9542,28.9437,1498.58,25.05,5.828,7.63,-3.29,-5.39,4.76,0.117,1.16,5.871,3.8
2000-04-07,0.72,12.265M,5.023,29.3285,1516.35,24.64,5.709,7.58,0,-1.24,0.68,0.115,,5.891,
2000-04-14,0.73,10.972M,4.4995,26.2566,1356.56,31.51,5.776,7.62,-13.74,-8.54,8.09,0.115,,5.777,
2000-04-21,0.77,11.609M,4.768,27.8484,1434.54,32.34,5.827,7.68,6.13,2.54,-3.39,0.115,,5.797,
2000-04-28,0.81,11.748M,4.8266,28.1915,1452.43,29.59,5.96,7.7,2.29,1.92,1.09,0.115,,5.829,
2000-05-05,0.87,11.558M,4.7758,27.6642,1432.63,29.53,6.188,7.87,-1.35,1.51,0.53,0.126,1.15,5.965,3.1
2000-05-12,0.89,11.426M,4.7415,27.4684,1420.96,30.5,6.201,8.04,-2.05,-4.17,3.62,0.126,,6.132,
2000-05-19,0.95,11.907M,4.694,27.1993,1406.95,31.76,6.206,8.07,-1.5,-1.56,1.12,0.126,,5.871,
2000-05-26,0.95,11.701M,4.6053,26.6886,1378.02,26.25,6.059,8,-3.05,-3.23,1.4,0.126,,5.828,
2000-06-02,0.93,12.563M,4.9258,28.3948,1477.26,25.84,5.945,7.83,9.26,3.43,-5.43,0.099,1.18,5.865,3.2
2000-06-09,0.91,12.399M,4.8549,27.9967,1456.95,23.92,5.895,7.6,-0.65,4.66,-1.22,0.099,,5.907,
2000-06-16,0.83,12.473M,4.8765,28.0255,1464.46,22.57,5.869,7.59,-0.17,-0.27,0.06,0.099,,5.829,
2000-06-23,0.72,12.298M,4.842,27.8452,1441.48,22,6.041,7.73,-1.15,1.82,-0.81,0.099,,5.844,
2000-06-30,0.75,12.425M,4.8022,27.3147,1454.6,19.76,5.896,7.73,1.2,3.91,-2.19,0.099,1.14,5.854,3.7
2000-07-07,0.73,12.705M,4.8237,27.6492,1478.9,18.89,5.869,7.67,1.59,-1.62,1.72,0.12,,6.032,
2000-07-14,0.71,12.971M,4.9201,28.1831,1509.98,14.87,5.876,7.65,2.77,0.15,-0.99,0.12,,6.174,
2000-07-21,0.68,12.723M,4.8174,27.6348,1480.19,15.35,5.789,7.67,-2.41,0.12,1.45,0.12,,6.115,
2000-07-28,0.69,12.312M,4.6276,26.7131,1419.89,16.4,5.785,7.6,-5.4,-2.44,6.38,0.12,,6.188,
2000-08-04,0.7,12.729M,4.726,27.1931,1462.93,15.22,5.708,7.57,3.23,-2.81,1.85,0.126,1.13,6.22,3.7
2000-08-11,0.7,12.812M,4.7571,27.3801,1471.84,15.4,5.706,7.54,0.46,-0.05,1.42,0.126,,6.299,
2000-08-18,0.71,12.992M,4.8215,27.7494,1491.72,14.44,5.69,7.54,1.42,0.4,-1.26,0.126,,6.261,
2000-08-25,0.71,13.132M,4.8628,28.0036,1506.45,14.09,5.669,7.54,1.24,1.7,-2.82,0.126,,6.294,
2000-09-01,0.72,13.365M,4.9022,28.2259,1520.77,12.76,5.661,7.55,1.91,1.07,-1.31,0.127,1.11,6.26,3.4
2000-09-08,0.71,12.999M,4.8188,27.741,1494.5,10.82,5.7,7.54,-2.25,-0.73,3.57,0.127,,6.153,
2000-09-15,0.75,12.757M,4.7247,27.1968,1465.81,10.88,5.9,7.6,-1.88,0.07,2.33,0.127,,6.136,
2000-09-22,0.73,12.608M,4.6812,26.982,1448.72,11.07,5.913,7.71,-1.11,-0.47,-0.56,0.127,,6.157,
2000-09-29,0.7,12.506M,4.6374,26.6911,1436.51,12.8,5.885,7.65,-0.71,-0.94,2.41,0.127,,6.209,
2000-10-06,0.71,12.263M,4.4578,25.2743,1408.99,13.79,5.837,7.68,-3.73,-1.59,3.38,0.14,1.11,6.247,3.5
2000-10-13,0.79,11.957M,4.3528,24.681,1374.17,18.88,5.804,7.57,-2.67,-0.36,1.3,0.14,,6.188,
2000-10-20,0.8,12.16M,4.4266,25.1186,1396.93,22.28,5.727,7.53,1.94,-0.43,-2.42,0.14,,6.304,
2000-10-27,0.84,12.023M,4.3733,24.804,1379.58,23.14,5.741,7.45,-1.73,-0.53,3.14,0.14,,6.334,
2000-11-03,0.82,12.46M,4.5137,25.5756,1426.69,24.3,5.859,7.49,4.07,1.05,-1.23,0.127,1.17,6.394,3.4
2000-11-10,0.82,11.948M,4.3258,24.5159,1365.98,24.41,5.869,7.53,-5.48,-1.23,5.54,0.127,,6.366,
2000-11-17,0.81,11.975M,4.3292,24.5576,1367.72,25.25,5.776,7.45,-0.39,0.04,2.02,0.127,,6.345,
2000-11-24,0.86,11.758M,4.2537,24.1222,1341.77,22.92,5.667,7.41,-2.63,-0.49,2.15,0.127,,6.365,
2000-12-01,0.81,11.545M,4.1608,23.642,1315.23,20.53,5.635,7.38,-2.72,-2.4,4.04,0.126,1.18,6.209,3.4
2000-12-08,0.81,12.017M,4.3391,24.6228,1369.89,24.04,5.502,7.29,5.3,-0.87,-1.51,0.126,,6.058,
2000-12-15,0.82,11.563M,4.1806,23.6031,1312.15,23.8,5.419,7.21,-4.76,0.12,2.92,0.126,,6.037,
2000-12-22,0.79,11.514M,4.1761,23.6073,1305.97,25.93,5.402,7.16,-1.14,-1.84,5.2,0.126,,5.261,
2000-12-29,0.82,11.646M,4.2238,23.8808,1320.28,24.95,5.457,7.16,1.53,1.94,1.17,0.126,,5.895,
2001-01-05,0.84,11.471M,3.9524,23.6257,1298.35,30.54,5.398,7.09,-2.67,1.7,-0.23,0.134,1.22,5.116,3.4
2001-01-12,0.82,11.732M,4.0126,23.9841,1318.32,29.77,5.618,7.13,2.59,3.64,-3.77,0.134,,5.323,
2001-01-19,0.76,11.871M,3.9936,24.3616,1342.54,27.16,5.553,7.14,1.63,1.01,-2.76,0.134,,5.241,
2001-01-26,0.74,11.981M,4.032,24.6034,1354.95,26.52,5.64,7.21,0.97,-1.02,2.16,0.134,,5.168,
2001-02-02,0.71,11.946M,4.007,24.4712,1349.47,23.56,5.509,7.13,-0.71,0.53,2.46,0.094,1.21,5.085,3.7
2001-02-09,0.71,11.646M,3.902,23.8155,1314.76,22.81,5.389,7.12,-2.73,0.66,3.96,0.094,,5.054,
2001-02-16,0.78,11.554M,3.8569,23.5946,1301.53,14.07,5.454,7.11,-0.86,0.52,1.6,0.094,,4.98,
2001-02-23,0.83,11.071M,3.6926,22.5817,1245.86,15.15,5.478,7.13,-4.57,-0.32,2.27,0.094,,4.887,
2001-03-02,0.85,10.978M,3.6547,22.4216,1234.18,15.75,5.367,6.99,-1.28,-0.89,3.34,0.104,1.23,4.836,3.5
2001-03-09,0.81,10.973M,3.6523,22.4067,1233.42,17.28,5.322,6.98,-0.51,-0.65,2.2,0.104,,4.711,
2001-03-16,0.86,10.244M,3.4066,20.897,1150.53,22.5,5.271,6.95,-6.91,0.01,2.81,0.104,,4.525,
2001-03-23,0.9,10.151M,3.3763,20.7331,1139.83,25.41,5.314,6.93,-0.87,0.88,-1.48,0.104,,4.338,
2001-03-30,0.91,10.336M,3.4333,21.0919,1160.33,27.37,5.444,7.06,1.51,-0.25,2.19,0.104,,4.286,
2001-04-06,0.9,10.079M,3.2922,20.977,1128.43,31.5,5.464,7.08,-3.24,-1.17,1.37,0.098,1.35,3.925,2.9
2001-04-13,0.89,10.575M,3.4535,22.0025,1183.5,33.1,5.603,7.2,5.26,0.08,-3.68,0.098,,3.997,
2001-04-20,0.88,11.102M,3.6247,23.0999,1242.98,34.55,5.797,7.27,5.2,-1.17,-3.48,0.098,,3.759,
2001-04-27,0.83,11.192M,3.6551,23.3031,1253.05,30.77,5.8,7.26,0.68,2.21,1.53,0.098,,3.852,
2001-05-04,0.79,11.313M,3.6974,23.8001,1266.61,29,5.676,7.21,1.58,1.42,-1.29,0.081,1.33,3.728,3.3
2001-05-11,0.78,11.129M,3.6339,23.4041,1245.67,26.98,5.854,7.25,-1.75,0.89,2.35,0.081,,3.739,
2001-05-18,0.77,11.555M,3.7695,24.2842,1291.96,20.59,5.767,7.34,3.72,0.07,-0.81,0.081,,3.594,
2001-05-25,0.78,11.431M,3.7275,24.0153,1277.89,20.71,5.853,7.32,-0.67,1.59,-0.35,0.081,,3.656,
2001-06-01,0.8,11.281M,3.6843,23.7589,1260.67,17.78,5.705,7.31,-1.55,-0.03,2.28,0.07,1.24,3.656,3.6
2001-06-08,0.79,11.319M,3.7014,23.8578,1264.96,16.58,5.737,7.2,0.51,1.4,-1.79,0.07,,3.636,
2001-06-15,0.79,10.865M,3.5534,22.9031,1214.36,16.17,5.677,7.17,-4.37,0.47,2.85,0.07,,3.502,
2001-06-22,0.79,10.964M,3.5789,23.1384,1225.35,16.99,5.575,7.17,0.6,-1.75,0.51,0.07,,3.44,
2001-06-29,0.81,10.969M,3.5707,23.1108,1224.42,15,5.759,7.17,0.86,5.45,-2.42,0.07,,3.656,
2001-07-06,0.84,10.665M,3.5128,23.5866,1190.59,15.51,5.732,7.24,-3.18,-2.67,2.62,0.075,1.27,3.636,3.2
2001-07-13,0.84,10.913M,3.5817,24.1241,1215.68,17.02,5.619,7.19,1.86,-1.14,1.86,0.075,,3.615,
2001-07-20,0.84,10.864M,3.5689,24.0398,1210.85,16.62,5.549,7.09,-0.65,1,0.05,0.075,,3.512,
2001-07-27,0.83,10.824M,3.551,23.9209,1205.82,17.8,5.543,7.08,-0.49,-0.99,0.49,0.075,,3.532,
2001-08-03,0.81,10.908M,3.5734,24.2452,1214.35,17.17,5.585,7.07,0.69,-0.26,0.63,0.077,1.3,3.522,2.7
2001-08-10,0.82,10.689M,3.5035,23.7602,1190.16,17.81,5.504,7.08,-2.3,-0.48,1.16,0.077,,3.419,
2001-08-17,0.82,10.44M,3.4217,23.2028,1161.97,16.42,5.42,7.03,-2.25,1.78,0.91,0.077,,3.368,
2001-08-24,0.85,10.648M,3.4888,23.6592,1184.93,15.72,5.449,6.99,1.7,-0.28,-1.32,0.077,,3.45,
2001-08-31,0.83,10.196M,3.34,22.7723,1133.58,16.19,5.368,6.95,-4,1.27,1.32,0.077,1.33,3.367,2.7
2001-09-07,0.84,9.783M,3.1986,21.7784,1085.78,16,5.369,6.99,-4.35,-0.38,0.99,0.069,,3.254,
2001-09-14,0.85,9.844M,3.2191,21.9091,1092.54,16.26,5.35,7,0.32,-1.07,-0.53,0.069,,2.73,
2001-09-21,0.86,8.715M,2.8485,19.3713,965.8,22.66,5.583,7.34,-11.95,-2.87,-0.33,0.069,,2.248,
2001-09-28,0.85,9.393M,3.0691,20.9088,1040.94,27.85,5.421,7.27,7.43,-2.38,1.74,0.069,,2.371,
2001-10-05,0.87,9.668M,3.2006,23.3278,1071.38,28.64,5.308,7.05,2.92,0.83,-3.45,0.056,1.51,2.176,2.6
2001-10-12,0.88,9.869M,3.2595,23.6027,1091.65,29.17,5.426,7.1,2.18,0.93,-0.6,0.056,,2.248,
2001-10-19,0.88,9.702M,3.2059,23.2149,1073.48,29.06,5.358,7.03,-1.54,2.25,-1.72,0.056,,2.196,
2001-10-26,0.88,9.981M,3.2985,23.8884,1104.61,23.73,5.271,7.01,2.92,1.18,-2.96,0.056,,2.145,
2001-11-02,0.87,9.828M,3.2462,23.7555,1087.2,19.87,4.956,6.86,-1.68,0.76,1.01,0.044,1.46,2.053,2.1
2001-11-09,0.87,10.131M,3.3468,24.5143,1120.31,19.26,4.873,6.75,2.79,-1.37,-0.21,0.044,,1.838,
2001-11-16,0.84,10.29M,3.3996,24.8997,1138.65,18.69,5.268,6.97,1.88,0.09,2.23,0.044,,1.951,
2001-11-23,0.81,10.396M,3.4346,25.1551,1150.34,17.68,5.36,7.14,1.02,0.75,-0.5,0.044,,1.961,
2001-11-30,0.85,10.307M,3.4063,25.0939,1139.45,17.72,5.286,7.1,-0.64,1.46,0.8,0.044,1.39,1.726,1.9
2001-12-07,0.95,10.492M,3.4593,25.4992,1158.31,18.7,5.584,7.04,2.02,1.68,0.19,0.037,,1.695,
2001-12-14,1.4,10.178M,3.3547,24.7477,1123.09,16.48,5.585,6.73,-2.87,2.06,0.03,0.037,,1.715,
