Date,Spread,Mcap,Value,P/E,Close,Volatility,30y_yield
17/10/08,2.62,8.132M,1.8225,14.8977,940.55,72.34,4.3229
10/10/08,2.13,7.776M,1.7425,14.2422,899.22,55.92,4.1363
03/10/08,1.9,9.503M,2.1377,17.4329,1099.23,49.53,4.0872
26/09/08,1.75,10.448M,2.3427,17.7618,1213.01,36.7,4.3702
19/09/08,1.65,10.774M,2.4245,18.2312,1255.08,34.36,4.3823
12/09/08,1.59,10.73M,2.4031,18.3532,1251.7,24.01,4.3147
05/09/08,1.55,10.656M,2.3756,18.7485,1242.31,23.05,4.3019
29/08/08,1.55,11.003M,2.4545,19.1646,1282.83,22.62,4.4227
22/08/08,1.53,11.093M,2.4698,19.2572,1292.2,22.46,4.4662
15/08/08,1.49,11.139M,2.4816,19.3594,1298.2,23.72,4.4634
08/08/08,1.48,11.118M,2.4792,19.1909,1296.32,24.13,4.5333
01/08/08,1.48,10.808M,2.4108,18.6471,1260.31,22.34,4.5608
25/07/08,1.49,10.819M,2.4118,18.3379,1257.76,20.15,4.6852
18/07/08,1.51,10.84M,2.4178,18.3847,1260.68,19.64,4.6475
11/07/08,1.5,10.669M,2.3684,17.9865,1239.49,20.18,4.5398
04/07/08,1.45,10.859M,2.4157,18.2575,1262.9,18.71,4.5328
27/06/08,1.41,10.987M,2.4065,17.3526,1278.38,18.54,4.521
20/06/08,1.4,11.316M,2.4795,17.6488,1317.93,17.56,4.7243
13/06/08,1.4,11.677M,2.5576,18.2234,1360.03,17.58,4.7893
06/06/08,1.38,11.669M,2.5573,18.2999,1360.68,17.11,4.6237
30/05/08,1.39,11.989M,2.6249,18.6727,1400.38,13.1,4.7147
23/05/08,1.38,11.781M,2.5807,18.3498,1375.93,15.42,4.5678
16/05/08,1.36,12.20M,2.6734,19.0039,1425.35,15.45,4.5737
09/05/08,1.32,11.871M,2.6088,18.481,1388.28,18.13,4.5216
02/05/08,1.34,12.105M,2.6567,18.8138,1413.9,17.74,4.5775
25/04/08,1.4,11.981M,2.6299,18.6287,1397.84,23.81,4.5914
18/04/08,1.43,11.926M,2.6172,18.5394,1390.33,27.43,4.4961
11/04/08,1.44,11.429M,2.513,17.7709,1332.83,27.3,4.299
04/04/08,1.43,11.743M,2.5851,18.2696,1370.4,28.19,4.3055
28/03/08,1.42,11.277M,2.4783,16.5636,1315.22,26.49,4.3177
21/03/08,1.39,11.398M,2.5127,16.5904,1329.51,26.46,4.1599
14/03/08,1.38,11.044M,2.4341,16.0724,1288.14,22.88,4.3635
07/03/08,1.35,11.09M,2.4458,16.133,1293.37,20.43,4.5399
29/02/08,1.31,11.414M,2.5169,16.5982,1330.63,21.3,4.4023
22/02/08,1.31,11.637M,2.5608,16.8172,1353.11,22.76,4.5733
15/02/08,1.29,11.627M,2.5535,16.7816,1350,23.39,4.5762
08/02/08,1.29,11.468M,2.5183,16.5504,1331.29,23.63,4.4166
01/02/08,1.25,12.034M,2.6412,17.3395,1395.42,22.78,4.3084
25/01/08,1.24,11.478M,2.5165,16.5724,1330.61,21.32,4.2634
18/01/08,1.23,11.417M,2.5064,16.5067,1325.19,20.6,4.281
11/01/08,1.17,12.078M,2.6496,17.4471,1401.02,19.17,4.375
04/01/08,1.14,12.17M,2.6693,17.5782,1411.63,21.75,4.3761
28/12/07,1.14,12.743M,2.8202,16.9651,1478.49,21.16,4.4949
21/12/07,1.14,12.794M,2.8265,16.7501,1484.46,23,4.5823
14/12/07,1.17,12.649M,2.7949,16.5572,1467.95,24.34,4.6583
07/12/07,1.15,12.959M,2.8648,16.9703,1504.66,24.32,4.5697
30/11/07,1.08,12.756M,2.8198,16.706,1481.14,23.86,4.379
23/11/07,0.99,12.406M,2.7416,16.124,1440.7,21.72,4.4246
16/11/07,0.93,12.563M,2.772,16.3134,1458.74,20.25,4.5344
09/11/07,0.88,12.522M,2.7621,16.2594,1453.7,17.68,4.6028
02/11/07,0.85,13.023M,2.8703,16.8851,1509.65,15.12,4.6159
26/10/07,0.83,13.275M,2.9194,17.2176,1535.28,15.1,4.6979
19/10/07,0.81,12.98M,2.8558,16.8269,1500.63,15.13,4.6856
12/10/07,0.79,13.514M,2.9723,17.5149,1561.8,14.12,4.9011
05/10/07,0.83,13.502M,2.9682,17.4629,1557.59,17.49,4.8655
28/09/07,0.84,13.206M,2.9812,17.0597,1526.75,17.41,4.836
21/09/07,0.88,13.242M,2.9753,16.9526,1525.75,20.06,4.8852
14/09/07,0.88,12.889M,2.8944,16.4921,1484.25,21.81,4.7191
07/09/07,0.83,12.635M,2.8374,16.1571,1453.55,23.55,4.6973
31/08/07,0.83,12.809M,2.8759,16.3865,1473.99,24.74,4.8224
24/08/07,0.83,12.857M,2.8835,16.4577,1479.37,22.67,4.8843
17/08/07,0.85,12.57M,2.8182,16.0878,1445.94,23.27,4.9863
10/08/07,0.88,12.639M,2.8338,16.1727,1453.64,21.36,5.0331
03/08/07,0.99,12.491M,2.7924,15.9371,1433.06,17.43,4.8652
27/07/07,0.97,12.733M,2.8491,16.2663,1458.95,15.54,4.9317
20/07/07,0.88,13.411M,2.9958,17.1042,1534.1,13,5.0581
13/07/07,0.88,13.566M,3.032,17.3107,1552.5,14.3,5.1849
06/07/07,0.89,13.369M,2.9896,17.0599,1530.44,12.58,5.2684
29/06/07,0.88,13.118M,2.9434,17.1951,1503.35,12.44,5.1239
22/06/07,0.88,13.099M,2.9307,17.1765,1502.56,12.54,5.2481
15/06/07,0.9,13.359M,2.9867,17.5252,1532.91,12.15,5.259
08/06/07,0.95,13.142M,2.9377,17.2398,1507.67,11.09,5.207
01/06/07,0.93,13.394M,2.9949,17.5654,1536.34,8.83,5.0572
25/05/07,0.92,13.21M,2.9565,17.3504,1515.73,8.92,5.0024
18/05/07,0.92,13.253M,2.9713,17.4269,1522.75,9.05,4.9576
11/05/07,0.89,13.127M,2.9398,17.2317,1505.85,8.84,4.8493
04/05/07,0.91,13.139M,2.9388,17.2352,1505.62,8.02,4.8051
27/04/07,0.92,13.056M,2.9179,17.1224,1494.07,9.09,4.8806
20/04/07,0.93,12.978M,2.8991,17.0128,1484.35,11.26,4.8452
13/04/07,0.93,12.711M,2.8372,16.6526,1452.85,12.11,4.9296
06/04/07,0.94,12.631M,2.8202,16.5505,1443.76,16.61,4.9203
30/03/07,0.98,12.432M,2.8293,16.5894,1420.86,16.34,4.8432
23/03/07,0.99,12.55M,2.86,16.7802,1436.11,16.42,4.8022
16/03/07,0.96,12.141M,2.7612,16.1432,1386.95,15.08,4.6931
09/03/07,0.94,12.279M,2.7928,16.3276,1402.85,14,4.7214
02/03/07,0.9,12.145M,2.7621,16.1472,1387.17,13.44,4.6382
23/02/07,0.86,12.724M,2.8914,16.9017,1451.19,7.38,4.7765
16/02/07,0.89,12.771M,2.8992,16.9681,1455.54,7.4,4.7875
09/02/07,0.9,12.626M,2.8654,16.7865,1438.06,7.2,4.8635
02/02/07,0.92,12.719M,2.8881,16.9257,1448.39,7.51,4.922
26/01/07,0.92,12.489M,2.8381,16.6342,1422.18,7.45,4.9722
19/01/07,0.94,12.561M,2.855,16.7329,1430.5,5.95,4.8623
12/01/07,0.95,12.561M,2.8555,16.7365,1430.73,6.48,4.86
05/01/07,0.96,12.371M,2.8129,16.4816,1409.71,8.05,4.7385
29/12/06,0.89,12.441M,2.9065,16.9534,1418.3,7.81,4.8095
22/12/06,0.9,12.375M,2.8927,16.8708,1410.77,7.55,4.7578
15/12/06,0.9,12.516M,2.9262,17.0524,1427.09,7.89,4.7138
08/12/06,0.89,12.364M,2.891,16.8466,1409.84,8.05,4.6532
01/12/06,0.89,12.251M,2.863,16.6842,1396.71,8.25,4.5463
24/11/06,0.88,12.29M,2.8786,16.7264,1400.95,6.51,4.6311
17/11/06,0.87,12.301M,2.8827,16.7685,1401.2,6.92,4.6881
10/11/06,0.86,12.105M,2.8385,16.5188,1380.9,7.58,4.6972
03/11/06,0.86,11.956M,2.8006,16.2878,1364.3,7.12,4.8086
27/10/06,0.87,12.09M,2.8325,16.4707,1377.34,7.46,4.793
20/10/06,0.93,12.039M,2.8152,16.3671,1368.6,7.16,4.908
13/10/06,0.94,11.993M,2.8091,16.3328,1365.62,8.08,4.9334
06/10/06,0.94,11.86M,2.7761,16.1416,1349.58,7.8,4.8343
29/09/06,0.93,11.742M,2.798,16.67,1335.85,7.22,4.7619
22/09/06,0.91,11.559M,2.7572,16.4193,1314.78,7.79,4.7343
15/09/06,0.91,11.605M,2.7686,16.477,1319.87,7.92,4.9096
08/09/06,0.93,11.441M,2.7252,16.2217,1298.92,7.64,4.918
01/09/06,0.93,11.556M,2.7527,16.375,1311.01,7.76,4.8716
25/08/06,0.91,11.423M,2.7218,16.1963,1295.09,10.98,4.9243
18/08/06,0.91,11.475M,2.738,16.2852,1302.3,12.36,4.9786
11/08/06,0.89,11.181M,2.6634,15.8409,1266.74,12.1,5.0939
04/08/06,0.89,11.301M,2.6871,15.9848,1279.36,13.87,4.988
28/07/06,0.9,11.312M,2.6851,16.0323,1278.55,14.39,5.0703
21/07/06,0.93,10.992M,2.6049,15.5541,1240.29,15.29,5.0931
14/07/06,0.91,10.961M,2.5982,15.5155,1236.2,14.87,5.115
07/07/06,0.9,11.216M,2.6596,15.8832,1265.48,15.57,5.1738
30/06/06,0.92,11.254M,2.6694,15.9453,1270.2,15.57,5.1859
23/06/06,0.92,11.025M,2.6544,16.1231,1244.5,14.7,5.2536
16/06/06,0.88,11.066M,2.6693,16.2089,1251.54,14.78,5.1686
09/06/06,0.86,11.091M,2.671,16.2193,1252.3,13.03,5.0198
02/06/06,0.84,11.385M,2.7476,16.6826,1288.22,12.02,5.0949
26/05/06,0.82,11.32M,2.7352,16.6282,1280.16,11.37,5.1545
19/05/06,0.8,11.202M,2.7085,16.4887,1267.03,10.77,5.1376
12/05/06,0.77,11.417M,2.7633,16.8131,1291.24,10.02,5.3106
05/05/06,0.78,11.722M,2.8377,17.2609,1325.76,9.11,5.1875
28/04/06,0.8,11.605M,2.8096,17.1149,1310.61,8.61,5.1615
21/04/06,0.84,11.644M,2.8123,17.1375,1311.28,8.97,5.0928
14/04/06,0.84,11.418M,2.7639,16.8443,1289.12,8.11,5.1124
07/04/06,0.87,11.498M,2.778,16.9322,1295.5,8.77,5.0553
31/03/06,0.89,11.424M,2.7749,16.8713,1294.83,8.33,4.8898
24/03/06,0.88,11.489M,2.8459,17.5197,1302.95,8.51,4.6893
17/03/06,0.88,11.525M,2.8565,17.5651,1307.25,8.81,4.7173
10/03/06,0.88,11.309M,2.8,17.2182,1281.58,9,4.7476
03/03/06,0.89,11.433M,2.8124,17.294,1287.23,8.88,4.6594
24/02/06,0.91,11.439M,2.823,17.3678,1289.43,9.97,4.5258
17/02/06,0.93,11.397M,2.82,17.3634,1287.24,9.89,4.5057
10/02/06,0.94,11.138M,2.7743,17.09,1266.99,10.82,4.5518
03/02/06,0.92,11.119M,2.7679,17.0507,1264.03,10.71,4.6242
27/01/06,0.93,11.298M,2.8065,17.367,1283.72,10.34,4.6918
20/01/06,0.95,11.103M,2.7583,17.0678,1261.48,10.05,4.5214
13/01/06,0.95,11.334M,2.8154,17.4221,1287.61,8.11,4.5284
06/01/06,0.95,11.313M,2.811,17.3958,1285.45,9.18,4.5607
30/12/05,0.95,10.969M,2.7835,17.3676,1248.29,7.67,4.5348
23/12/05,0.94,11.136M,2.8309,17.654,1268.66,7.4,4.5447
16/12/05,0.95,11.139M,2.8253,17.6164,1267.32,7.5,4.6426
09/12/05,0.95,11.067M,2.8078,17.5083,1259.37,8.02,4.7273
02/12/05,0.96,11.12M,2.8204,17.579,1265.08,10.76,4.7135
25/11/05,1,11.136M,2.8329,17.6847,1268.25,12.06,4.6581
18/11/05,0.98,10.886M,2.7854,17.3892,1248.27,12.46,4.6831
11/11/05,0.96,10.766M,2.7549,17.201,1234.71,13.76,4.7412
04/11/05,0.96,10.633M,2.7228,16.9983,1220.14,13.71,4.8571
28/10/05,0.97,10.454M,2.6835,16.7259,1198.41,13.56,4.7719
21/10/05,0.96,10.293M,2.64,16.4723,1179.59,11.41,4.6017
14/10/05,0.94,10.361M,2.6556,16.5698,1186.57,10.31,4.7023
07/10/05,0.94,10.454M,2.6794,16.8467,1195.9,10.36,4.5645
30/09/05,0.91,10.79M,2.7624,17.3791,1228.81,9.13,4.5668
23/09/05,0.89,10.674M,2.7815,17.553,1215.29,9.46,4.5191
16/09/05,0.9,10.873M,2.8445,17.9017,1237.91,9.23,4.5646
09/09/05,0.91,10.902M,2.8528,17.9498,1241.48,9.38,4.399
02/09/05,0.89,10.696M,2.7989,17.617,1218.02,8.72,4.2961
26/08/05,0.87,10.573M,2.773,17.482,1205.1,8.72,4.372
19/08/05,0.87,10.716M,2.8072,17.7126,1219.71,8.46,4.4189
12/08/05,0.87,10.793M,2.8384,17.9223,1230.39,9.23,4.4484
05/08/05,0.86,10.772M,2.8306,17.8647,1226.42,9.25,4.582
29/07/05,0.87,10.851M,2.8508,18.0083,1234.18,9.44,4.4706
22/07/05,0.9,10.855M,2.8518,18.0118,1233.68,8.95,4.4399
15/07/05,0.91,10.798M,2.8373,17.9287,1227.92,8.27,4.3963
08/07/05,0.9,10.656M,2.8001,17.6944,1211.86,8.99,4.3413
01/07/05,0.91,10.489M,2.7603,17.4761,1194.44,7.79,4.2942
24/06/05,0.91,10.467M,2.7983,17.7545,1191.57,8.34,4.2207
17/06/05,0.9,10.687M,2.8605,18.1233,1216.96,8.87,4.3607
10/06/05,0.88,10.521M,2.8159,17.8486,1198.11,9.56,4.3244
03/06/05,0.88,10.506M,2.8108,17.8187,1196.02,11.33,4.2812
27/05/05,0.9,10.529M,2.8177,17.8688,1198.78,13.05,4.4293
20/05/05,0.92,10.447M,2.7951,17.7239,1189.28,14.92,4.4381
13/05/05,0.83,10.124M,2.7121,17.1952,1154.05,14.44,4.4805
06/05/05,0.77,10.29M,2.7512,17.454,1171.35,14.48,4.6278
29/04/05,0.74,10.169M,2.7189,17.2623,1156.85,14.24,4.5133
22/04/05,0.74,10.127M,2.7081,17.2113,1152.12,13.17,4.5793
15/04/05,0.72,10.043M,2.6858,17.069,1142.62,11.06,4.6084
08/04/05,0.7,10.384M,2.7763,17.6443,1181.2,9.92,4.7683
01/04/05,0.73,10.306M,2.7568,17.5671,1172.92,11.06,4.721
25/03/05,0.7,10.278M,2.7833,17.8373,1171.42,10.33,4.844
18/03/05,0.65,10.434M,2.8392,18.1504,1189.65,10.21,4.81
11/03/05,0.62,10.52M,2.8638,18.3069,1200.08,10.58,4.8093
04/03/05,0.61,10.727M,2.9162,18.6426,1222.13,9.73,4.6489
25/02/05,0.61,10.639M,2.8935,18.5186,1211.37,10.64,4.6386
18/02/05,0.59,10.552M,2.8712,18.3779,1201.59,9.58,4.6495
11/02/05,0.62,10.588M,2.8804,18.4364,1205.3,10.33,4.4805
04/02/05,0.66,10.55M,2.8754,18.4023,1203.03,10.01,4.4817
28/01/05,0.67,10.28M,2.8076,17.9636,1171.36,9.39,4.6079
21/01/05,0.67,10.228M,2.8004,17.9219,1167.87,9.67,4.6427
14/01/05,0.65,10.371M,2.8403,18.1795,1184.52,9.19,4.7276
07/01/05,0.65,10.383M,2.8443,18.202,1186.19,9.56,4.835
31/12/04,0.67,10.61M,2.9087,18.5833,1211.92,9.2,4.8261
24/12/04,0.66,10.596M,3.0227,19.1233,1210.13,9.6,4.8443
17/12/04,0.68,10.414M,2.9859,18.8536,1194.22,9.62,4.8265
10/12/04,0.7,10.358M,2.9704,18.7571,1188,10.4,4.8176
03/12/04,0.7,10.37M,2.9776,18.8025,1191.17,10.66,4.9268
26/11/04,0.7,10.309M,2.9678,18.6412,1182.65,10.96,4.8853
19/11/04,0.7,10.20M,2.9395,18.46,1170.34,11.79,4.8844
12/11/04,0.66,10.363M,2.9827,18.7315,1184.17,11.76,4.8967
05/11/04,0.69,10.216M,2.937,18.443,1166.17,12.07,4.8969
29/10/04,0.73,9.898M,2.8503,17.9453,1130.2,12.09,4.7889
22/10/04,0.72,9.618M,2.7565,17.4894,1095.73,10.87,4.7605
15/10/04,0.74,9.736M,2.7881,17.6895,1108.2,10.43,4.8451
08/10/04,0.76,9.856M,2.8232,17.912,1122.14,10.66,4.9067
01/10/04,0.79,9.935M,2.8491,18.0914,1131.5,9.93,4.9436
24/09/04,0.8,9.744M,2.8883,18.1232,1110.11,10.17,4.798
17/09/04,0.81,9.912M,2.9372,18.4217,1128.55,10,4.9095
10/09/04,0.82,9.87M,2.9251,18.3428,1123.92,12.46,4.9841
03/09/04,0.82,9.782M,2.8996,18.1848,1113.63,12.51,5.0578
27/08/04,0.81,9.732M,2.8829,18.1082,1107.77,12.99,5.0195
20/08/04,0.82,9.646M,2.8583,17.9549,1098.35,12.89,5.0239
13/08/04,0.81,9.341M,2.7721,17.4102,1064.8,11.59,5.0168
06/08/04,0.82,9.339M,2.7698,17.3964,1063.97,10.72,5.0355
30/07/04,0.79,9.658M,2.8703,18.0912,1101.72,9.22,5.1969
23/07/04,0.8,9.521M,2.8294,17.8449,1086.2,9.12,5.1659
16/07/04,0.79,9.652M,2.8695,18.0972,1101.4,9.73,5.115
09/07/04,0.8,9.745M,2.8993,18.2872,1112.81,9.97,5.2065
02/07/04,0.79,9.853M,2.9331,18.532,1125.38,10.38,5.2054
25/06/04,0.78,9.898M,3.0134,19.4692,1134.43,10.47,5.3347
18/06/04,0.77,9.901M,3.0163,19.4739,1135.02,11.53,5.3767
11/06/04,0.76,9.909M,3.0199,19.5042,1136.47,11.63,5.4742
04/06/04,0.76,9.799M,2.983,19.2649,1122.5,11.29,5.4572
28/05/04,0.72,9.788M,2.9818,19.3039,1120.68,12.75,5.3445
21/05/04,0.71,9.546M,2.911,18.8527,1093.56,12.23,5.4582
14/05/04,0.69,9.559M,2.9161,18.8852,1095.7,12.11,5.4853
07/05/04,0.71,9.578M,2.9289,18.9483,1098.7,12.73,5.466
30/04/04,0.72,9.655M,2.9514,19.1435,1107.31,13.15,5.2844
23/04/04,0.72,9.926M,3.0397,19.7743,1140.6,13.78,5.2391
16/04/04,0.72,9.891M,3.0279,19.6851,1134.61,14.56,5.1687
09/04/04,0.74,9.94M,3.0405,19.7648,1139.32,14.27,5.0277
02/04/04,0.78,9.967M,3.0486,19.8339,1141.81,13.98,4.9777
26/03/04,0.81,9.65M,3.0845,20.2668,1108.06,13.38,4.761
19/03/04,0.79,9.653M,3.0902,20.3044,1109.78,12.54,4.7042
12/03/04,0.79,9.744M,3.1213,20.5065,1120.57,11.64,4.717
05/03/04,0.77,10.041M,3.2224,21.17,1156.87,10.59,4.7628
27/02/04,0.76,9.922M,3.1937,21.0323,1144.94,10.5,4.8374
20/02/04,0.75,9.93M,3.1935,21.0424,1144.11,11.24,4.9525
13/02/04,0.76,9.943M,3.1974,21.0736,1145.81,11.29,4.9165
06/02/04,0.79,9.909M,3.1877,21.0121,1142.76,11.05,4.9166
30/01/04,0.85,9.805M,3.1606,20.8908,1131.13,10.63,4.961
23/01/04,0.91,9.897M,3.1903,21.0941,1141.55,8.94,4.9429
16/01/04,0.91,9.881M,3.1869,21.0723,1139.83,9.77,4.8919
09/01/04,0.94,9.723M,3.135,20.7289,1121.86,9.85,4.9592
02/01/04,0.98,9.611M,3.0979,20.4747,1108.48,10.21,5.1698
26/12/03,0.99,9.501M,3.1365,21.6597,1095.89,10.95,4.9694
19/12/03,0.97,9.523M,3.1185,21.5189,1088.67,11.52,4.9645
12/12/03,0.96,9.309M,3.0771,21.2315,1074.14,11.34,5.0904
05/12/03,0.99,9.199M,3.0428,20.9909,1061.5,11.2,5.0616
28/11/03,1.02,9.669M,3.0407,20.9684,1058.2,11.57,5.1311
21/11/03,1.01,9.46M,2.9768,20.5404,1035.28,11.01,5.0146
14/11/03,1.01,9.598M,3.0206,20.8385,1050.35,10.38,5.0505
07/11/03,1.01,9.617M,3.0269,20.8764,1053.21,12.14,5.2529
31/10/03,1,9.59M,3.0218,20.8503,1050.71,13.85,5.1314
24/10/03,1.01,9.392M,2.9631,20.5615,1028.91,14.94,5.119
17/10/03,1.02,9.489M,2.9931,20.774,1039.32,14.86,5.2488
10/10/03,1.06,9.481M,2.9883,20.7405,1038.06,15.28,5.1799
03/10/03,1.09,9.405M,2.9649,20.5759,1029.85,15.17,5.0955
26/09/03,1.09,9.102M,2.3941,20.6545,996.85,13.44,4.934
19/09/03,1.05,9.46M,2.4855,21.4621,1036.3,11.25,5.0679
12/09/03,1.08,9.298M,2.4422,21.0863,1018.63,11.45,5.1594
05/09/03,1.07,9.324M,2.448,21.1313,1021.39,10.88,5.1878
29/08/03,1.1,9.197M,2.4174,20.9168,1008.01,11.6,5.2228
22/08/03,1.13,9.06M,2.3815,20.6309,993.06,13.5,5.2581
15/08/03,1.15,9.037M,2.3812,20.6056,990.67,13.98,5.3969
08/08/03,1.15,8.915M,2.3502,20.3363,977.59,15.36,5.2305
01/08/03,1.13,8.938M,2.3572,20.3999,980.15,15.61,5.314
25/07/03,1.13,9.103M,2.403,20.8383,998.68,17.19,5.1163
18/07/03,1.12,9.052M,2.3908,20.7338,993.32,16.75,4.9326
11/07/03,1.12,9.088M,2.4023,20.8835,998.14,16.36,4.6818
04/07/03,1.12,8.974M,2.3729,20.6212,985.7,15.99,4.6838
27/06/03,1.2,8.888M,2.9857,20.7923,976.22,17.49,4.5824
20/06/03,1.24,9.064M,3.0486,21.1935,995.69,16.54,4.432
13/06/03,1.24,8.999M,3.0279,21.0258,988.61,15.67,4.173
06/06/03,1.22,8.994M,3.0251,21.0072,987.76,15.31,4.3962
30/05/03,1.19,8.772M,2.9541,20.5166,963.59,17.1,4.3762
23/05/03,1.22,8.494M,2.8585,19.8575,933.22,17.67,4.2591
16/05/03,1.16,8.593M,2.8934,20.0782,944.3,16.37,4.4139
09/05/03,1.1,8.495M,2.8605,19.8535,933.41,18.72,4.6704
02/05/03,1.12,8.466M,2.8529,19.7884,930.08,21.59,4.8318
25/04/03,1.11,8.176M,2.7604,19.1928,898.81,23.89,4.8146
18/04/03,1.09,8.133M,2.7454,19.0898,893.58,26,4.8897
11/04/03,1.12,7.90M,2.6645,18.585,868.3,25.68,4.9482
04/04/03,1.1,7.997M,2.6982,18.8207,878.85,25.93,4.9643
28/03/03,1.03,7.868M,2.6579,18.6906,863.5,25.8,4.9129
21/03/03,1.05,8.163M,2.7566,19.3593,895.79,24.08,5.0399
14/03/03,1.08,7.587M,2.5648,18.0122,833.27,21.55,4.7062
07/03/03,1.08,7.542M,2.5514,18.0134,828.89,19.83,4.6839
28/02/03,1.08,7.651M,2.59,18.2849,841.15,21.64,4.6692
21/02/03,1.1,7.717M,2.6122,18.4428,848.17,20.54,4.8455
14/02/03,1.12,7.593M,2.575,18.1727,834.89,21.53,4.8798
07/02/03,1.11,7.546M,2.5584,18.0408,829.69,22.97,4.8063
31/01/03,1.12,7.782M,2.6411,18.6246,855.7,22.92,4.8411
24/01/03,1.19,7.835M,2.661,18.7965,861.4,22.45,4.8616
17/01/03,1.17,8.199M,2.786,19.6798,901.78,21.33,4.9213
10/01/03,1.19,8.434M,2.8655,20.2401,927.57,21.17,5.045
03/01/03,1.22,8.263M,2.8064,19.8192,908.59,22.39,4.9531
27/12/02,1.24,7.96M,2.6156,19.068,875.4,21.14,4.7812
20/12/02,1.22,8.147M,2.6801,19.5166,895.75,22.87,4.8933
13/12/02,1.25,8.092M,2.6615,19.3784,889.48,22.47,4.9484
06/12/02,1.22,8.291M,2.7301,19.8512,912.23,21.78,4.9773
29/11/02,1.23,8.514M,2.8052,20.3992,936.31,22.73,5.0353
22/11/02,1.26,8.458M,2.7901,20.2844,930.55,26.14,5.0214
15/11/02,1.34,8.289M,2.7441,19.8191,909.83,30.09,4.9096
08/11/02,1.39,8.156M,2.6998,19.4875,894.74,33.64,4.7634
01/11/02,1.42,8.215M,2.7197,19.641,900.96,36.03,5.0408
25/10/02,1.45,8.183M,2.7074,19.6493,897.65,37.53,5.0833
18/10/02,1.45,8.064M,2.6682,19.3665,884.39,37.17,5.0581
11/10/02,1.42,7.617M,2.5212,18.2989,835.32,36.09,4.8041
04/10/02,1.31,7.297M,2.4158,17.5325,800.58,30.39,4.7136
27/09/02,1.29,7.544M,2.5197,18.7263,827.37,28.98,4.6784
20/09/02,1.25,7.71M,2.5255,19.142,845.39,28.93,4.7422
13/09/02,1.22,8.129M,2.6579,20.1495,889.81,32.44,4.7669
06/09/02,1.2,8.158M,2.6703,20.2572,893.92,37.1,4.8588
30/08/02,1.18,8.357M,2.7485,20.7786,916.07,38.55,4.9251
23/08/02,1.22,8.584M,2.8197,21.3267,940.86,42.65,5.0321
16/08/02,1.22,8.474M,2.7893,21.0894,928.77,42.91,5.0917
09/08/02,1.24,8.295M,2.7357,20.6999,908.64,42.99,5.1091
02/08/02,1.24,7.89M,2.6055,19.7128,864.24,39.27,5.2171
26/07/02,1.34,7.783M,2.5842,19.5486,852.84,35.41,5.3096
19/07/02,1.4,7.754M,2.5604,19.6332,847.76,27.83,5.3233
12/07/02,1.39,8.427M,2.7816,21.3537,921.39,26.06,5.3275
05/07/02,1.4,9.046M,2.984,22.9061,989.03,23.4,5.5244
28/06/02,1.35,9.054M,3.0514,23.5655,989.81,19.29,5.5076
21/06/02,1.31,9.041M,3.0547,23.5854,989.14,20.65,5.3971
14/06/02,1.3,9.205M,3.1135,24.0127,1007.28,22.16,5.4111
07/06/02,1.31,9.386M,3.1748,24.4235,1027.53,22.2,5.6591
31/05/02,1.34,9.755M,3.3073,25.4652,1067.14,20.9,5.6147
24/05/02,1.36,9.90M,3.361,25.8365,1083.82,21.98,5.6612
17/05/02,1.36,10.106M,3.4317,26.3809,1106.59,22.54,5.7556
10/05/02,1.33,9.625M,3.211,25.1451,1054.99,20.49,5.5986
03/05/02,1.25,9.786M,3.2659,25.6569,1073.43,15.66,5.536
26/04/02,1.2,9.81M,3.2766,25.9951,1076.32,15.13,5.5873
19/04/02,1.28,10.255M,3.4263,27.2012,1125.17,14.81,5.6837
12/04/02,1.32,10.123M,3.3838,26.8657,1111.01,15.14,5.647
05/04/02,1.31,10.228M,3.4201,27.1514,1122.73,15.18,5.666
29/03/02,1.31,10.45M,3.4301,27.2245,1147.39,17.45,5.795
22/03/02,1.29,10.464M,3.433,27.2696,1148.7,17.4,5.812
15/03/02,1.28,10.622M,3.4868,27.6839,1166.16,19.04,5.76
08/03/02,1.31,10.598M,3.4817,27.6454,1164.31,21.41,5.717
01/03/02,1.35,10.299M,3.3846,26.889,1131.78,20.46,5.504
22/02/02,1.36,9.915M,3.2642,25.8688,1089.84,19.53,5.344
15/02/02,1.37,10.04M,3.3097,26.1988,1104.18,17.58,5.366
08/02/02,1.43,9.966M,3.2867,26.0304,1096.22,17.24,5.375
01/02/02,1.37,10.201M,3.3684,26.6366,1122.2,15.32,5.393
25/01/02,1.35,10.29M,3.4048,26.8181,1133.28,12.72,5.467
18/01/02,1.31,10.238M,3.3876,26.6856,1127.58,13.26,5.358
11/01/02,1.29,10.399M,3.4351,27.1023,1145.6,14.03,5.371
04/01/02,1.3,10.636M,3.516,27.7484,1172.51,15.48,5.548
28/12/01,1.36,10.528M,3.4457,25.6239,1161.02,15.33,5.535
21/12/01,1.42,10.378M,3.4,25.1896,1144.89,16.11,5.442
14/12/01,1.4,10.178M,3.3547,24.7477,1123.09,16.48,5.585
07/12/01,0.95,10.492M,3.4593,25.4992,1158.31,18.7,5.584
30/11/01,0.85,10.307M,3.4063,25.0939,1139.45,17.72,5.286
23/11/01,0.81,10.396M,3.4346,25.1551,1150.34,17.68,5.36
16/11/01,0.84,10.29M,3.3996,24.8997,1138.65,18.69,5.268
09/11/01,0.87,10.131M,3.3468,24.5143,1120.31,19.26,4.873
